row_index,text,cluster_id,is_noise,x,y,z
0,年末基金经理会调仓吗？,2,False,-0.06474284082651138,0.20681661367416382,0.04082556068897247
1,熊市应该怎么操作？,4,False,-0.09827766567468643,0.03808796405792236,0.06221798062324524
2,什么是止盈和止损？如何设置止损位？,1,False,-0.0844280868768692,-0.04388308525085449,-0.0005525284796021879
3,LOF基金和ETF有什么区别？,2,False,-0.046478062868118286,0.11762325465679169,-0.17342258989810944
4,发起式基金有什么特殊之处？,2,False,-0.08767114579677582,0.07309267669916153,-0.15095394849777222
5,什么是分批建仓？有什么好处？,1,False,-0.060925908386707306,0.03084392100572586,-0.0636519119143486
6,什么是拉升？,1,False,-0.09998641163110733,-0.22126010060310364,0.015816183760762215
7,什么是世界杯魔咒？,1,False,-0.007984567433595657,-0.17369574308395386,0.06851351261138916
8,怎么看股票的K线图？,4,False,-0.08755704015493393,-0.026453666388988495,0.13399146497249603
9,中概股回归对A股有什么影响？,4,False,-0.1105058565735817,-0.017900852486491203,0.06870131194591522
10,什么是基金组合？,2,False,-0.05526360869407654,0.03014293871819973,-0.17760993540287018
11,债券违约后申请财产保全？,3,False,-0.04082585498690605,0.11813325434923172,0.02248370088636875
12,投资新兴市场债券的汇率风险？,3,False,-0.015529773198068142,0.17508089542388916,-0.12060215324163437
13,什么是确认偏误？,1,False,-0.0942915827035904,-0.1703946441411972,0.08467328548431396
14,什么是平价发行、溢价发行和折价发行？,1,False,-0.09086605161428452,-0.13433480262756348,-0.059898603707551956
15,债券和利率互换有什么关系？,3,False,-0.05321161076426506,0.021434644237160683,-0.21448980271816254
16,如果买了黄金期货，一直不平仓会怎样？,0,False,0.22696886956691742,0.09299362450838089,0.041542112827301025
17,什么是调味品股？,4,False,-0.12263158708810806,-0.14670558273792267,0.013611896894872189
18,为什么债券的折算率会下调？,3,False,-0.03761261701583862,0.04485785961151123,-0.1396332085132599
19,我是新手，该怎么选择第一只股票？,4,False,-0.12408582866191864,0.07405811548233032,0.13725464046001434
20,股票最少买多少股？,4,False,-0.11269044131040573,0.023874683305621147,0.11680464446544647
21,债券的发行价格有几种？,3,False,-0.06187967583537102,0.009683455340564251,-0.1607227474451065
22,股票退市了，我手里的股票怎么办？,4,False,-0.10292033851146698,0.07194068282842636,0.21200010180473328
23,索罗斯的“反身性”理论在黄金市场如何体现？,0,False,0.23758280277252197,-0.0566471628844738,-0.030675368383526802
24,2015年大牛市是怎么回事？,4,False,-0.11374415457248688,-0.046549972146749496,0.02199607528746128
25,如何给PDF文件加密？,4,False,-0.01363788265734911,-0.054658107459545135,0.209014430642128
26,个人纸黄金交易的收益，需要缴纳个人所得税吗？,0,False,0.23116031289100647,0.07259473204612732,0.06712714582681656
27,什么是矿产金？,0,False,0.23946793377399445,-0.21926958858966827,-0.09251930564641953
28,基金定投应该选择哪天扣款？,2,False,-0.045521076768636703,0.2171475887298584,0.04242682829499245
29,什么是避险情绪？它如何推高金价？,0,False,0.22618375718593597,-0.12909679114818573,-0.08372445404529572
30,什么是慢牛？,1,False,-0.13986121118068695,-0.12894466519355774,0.02330438233911991
31,银行A的积存金和银行B的有什么区别？,1,False,0.024815108627080917,-0.021021224558353424,-0.07479087263345718
32,如何通过手机银行购买纸黄金？,0,False,0.26710766553878784,0.030201051384210587,0.11034072190523148
33,房住不炒背景下地产股还能买吗？,4,False,-0.06058874726295471,0.13170816004276276,0.1307300329208374
34,什么是除息日？,4,False,-0.049275774508714676,-0.027000216767191887,-0.009591270238161087
35,什么是题材股？,4,False,-0.1393950879573822,-0.1291431188583374,0.0545024499297142
36,金银比达到多少时是买入白银的好时机？,0,False,0.14297592639923096,0.07888766378164291,-0.006088815629482269
37,什么是基金套利？,2,False,-0.0678226575255394,0.03931219130754471,-0.1834484040737152
38,公司债ETF和国债ETF哪个风险大？,3,False,-0.0657101422548294,0.22488954663276672,-0.14013415575027466
39,利率变动对债券基金有什么影响？,3,False,-0.05814163759350777,0.14920993149280548,-0.21112890541553497
40,汽车贷款ABS的早偿风险？,3,False,-0.06195332109928131,0.03986520320177078,0.05071684718132019
41,什么是固收+策略？,1,False,-0.0926177054643631,-0.01155198086053133,-0.16692538559436798
42,高送转为什么受市场追捧？,4,False,-0.1367105394601822,-0.05684715136885643,0.04749758169054985
43,量价关系有哪些基本规律？,1,False,-0.026948267593979836,-0.12564495205879211,-0.0145771699026227
44,什么是国际收支平衡？,1,False,-0.029936233535408974,-0.17927028238773346,-0.06200290843844414
45,房地产企业发债受限吗？,3,False,-0.07656962424516678,0.07123476266860962,-0.006767808459699154
46,什么是非农就业数据？,1,False,0.004719148855656385,-0.1364113837480545,-0.030859079211950302
47,炒股亏损能抵扣个税吗？,4,False,-0.0584104061126709,0.1278807818889618,0.1907953917980194
48,香港的现货黄金（伦敦金）交易合法吗？,0,False,0.2932067811489105,0.03665623068809509,0.036265116184949875
49,MACD金叉和死叉怎么看？,4,False,0.06772708892822266,-0.03282320499420166,0.09873825311660767
50,什么是国际金价？,0,False,0.30727142095565796,-0.20551088452339172,-0.12296648323535919
51,什么是增强型指数基金？它真的能跑赢指数吗？,2,False,-0.123651422560215,0.1427985280752182,-0.06832171976566315
52,驾驶证到期了怎么换？,4,False,-0.014211115427315235,0.005109394434839487,0.24001875519752502
53,什么是债券置换？,3,False,-0.11925482004880905,-0.06554629653692245,-0.17924202978610992
54,鸡蛋要不要放在一个篮子里？,4,False,0.014052018523216248,0.03717019036412239,0.132459357380867
55,什么是股票基金？,2,False,-0.11014360934495926,0.046075936406850815,-0.18329599499702454
56,可转债的交易规则是怎样的？,3,False,-0.09889678657054901,0.04521871358156204,-0.08553482592105865
57,什么是黄金矿业公司的股票？,0,False,0.2027786821126938,-0.1499755084514618,-0.023964881896972656
58,黄金的供需关系如何影响价格？,0,False,0.3811587393283844,-0.10731049627065659,-0.05571713298559189
59,如何鉴别非法的黄金外汇交易平台？,0,False,0.20289142429828644,-0.0029115197248756886,0.023486468940973282
60,封闭式基金的折价交易正常吗？,2,False,-0.05348462611436844,0.16508238017559052,-0.002042351523414254
61,黄金价格的支撑位和阻力位怎么看？,0,False,0.2858438789844513,-0.046513497829437256,-0.016090264543890953
62,精装修政策对家居股的影响？,4,False,-0.06881718337535858,-0.02948969230055809,0.15247951447963715
63,国债逆回购怎么买？,3,False,-0.07493028044700623,0.14123688638210297,-0.08431839197874069
64,吃了黄金会中毒吗？（玩笑性质）,0,False,0.33923640847206116,0.008408481255173683,0.08485958725214005
65,A股能否走出慢牛行情？,4,False,-0.10457766801118851,0.07367045432329178,0.13167712092399597
66,基金的分红方式有哪些？,2,False,-0.09795159846544266,0.1227765679359436,-0.02732020802795887
67,什么是填权行情？,1,False,-0.14001862704753876,-0.13692913949489594,0.03156076744198799
68,买卖ETF基金和买卖股票的手续费一样吗？,2,False,-0.020950566977262497,0.23289217054843903,-0.01680881716310978
69,同花顺、东方财富这些软件上的Level-2数据有用吗？,2,False,-0.046606894582509995,0.07758451253175735,-0.009683680720627308
70,投资黄金期货和期权对年龄和资产有要求吗？,0,False,0.19362646341323853,0.13218024373054504,-0.06431961804628372
71,怎么买指数？,2,False,-0.09451767802238464,0.10853292047977448,0.03029394894838333
72,孩子教育金适合买黄金吗？,0,False,0.31052374839782715,0.11652325838804245,0.04268816486001015
73,美国非农就业数据对黄金有什么影响？,0,False,0.31273430585861206,-0.046517517417669296,-0.008783411234617233
74,个税怎么计算？,4,False,-0.05230851098895073,-0.032909393310546875,0.11679302901029587
75,正极、负极、隔膜、电解液是什么？,1,False,-0.08944880962371826,-0.2047957479953766,0.030489088967442513
76,怎么写辞职信？,4,False,-0.08693484216928482,-0.07835032045841217,0.1796760857105255
77,美林时钟理论对债券配置的指导？,3,False,-0.020942477509379387,0.10101168602705002,-0.09261878579854965
78,AH股溢价是什么意思？,1,False,-0.10003485530614853,-0.14382456243038177,-0.056043315678834915
79,什么是基金转换？,2,False,-0.08815783262252808,0.04095369949936867,-0.12633217871189117
80,什么是V型反转？,1,False,-0.14961624145507812,-0.2216653972864151,0.04773125797510147
81,什么是欧元债券？,3,False,-0.05172594264149666,-0.09144452214241028,-0.20189940929412842
82,什么是基金管理人？什么是基金托管人？他们的职责是什么？,2,False,-0.061775676906108856,0.015429526567459106,-0.16793110966682434
83,什么是物联网？,1,False,-0.09675083309412003,-0.22451823949813843,0.02598695643246174
84,如何屏蔽骚扰电话？,4,False,-0.026281706988811493,-0.0580080971121788,0.22949601709842682
85,2020年新冠疫情下，黄金为何创下新高？,0,False,0.32317042350769043,-0.04634331166744232,0.010229242034256458
86,集采对医药股的影响到底有多大？,4,False,-0.0856838971376419,-0.035729553550481796,0.07757344841957092
87,什么是金融债？,3,False,-0.05008761212229729,-0.07882893085479736,-0.23807081580162048
88,卖出黄金期权有什么风险？,0,False,0.21185414493083954,0.06256430596113205,-0.033315300941467285
89,什么是实物黄金？包括哪些种类？,0,False,0.3499683737754822,-0.13286085426807404,-0.07117919623851776
90,什么是互动易平台？,1,False,-0.09268561750650406,-0.1455506980419159,-0.0032483504619449377
91,黄金ETF的交易时间是什么时候？,0,False,0.19610600173473358,0.12385278195142746,-0.004289226606488228
92,理财净值化是什么意思？,2,False,-0.09493542462587357,0.015365349128842354,-0.1720677614212036
93,什么是股权质押？,1,False,-0.1274193823337555,-0.1741165965795517,0.00887268502265215
94,什么是旅游股？,4,False,-0.1708613485097885,-0.16345827281475067,0.017984138801693916
95,通货膨胀下买什么基金好？,2,False,-0.001086186501197517,0.21118225157260895,-0.06517136096954346
96,什么是科创板？开通科创板需要什么条件？,4,False,-0.15656207501888275,-0.0469372384250164,0.06299339234828949
97,回购股份对股价有什么影响？,4,False,-0.10876880586147308,-0.05440223962068558,0.063650943338871
98,医保卡可以给家人用吗？,4,False,-0.005196577403694391,0.09672132879495621,0.19489999115467072
99,什么是独角兽概念股？,4,False,-0.14720483124256134,-0.11958365142345428,0.029111120849847794
100,黄金期货的交易单位是多少（一手多少克）？,0,False,0.2574828863143921,-0.014575346373021603,-0.029205167666077614
101,什么是REITs基金？,2,False,-0.10110852122306824,0.012279602698981762,-0.10719440877437592
102,如果恢复金本位制会怎么样？,0,False,0.15594512224197388,-0.04546711966395378,0.038823310285806656
103,如何评价一个基金经理？,2,False,-0.06309539079666138,0.10230837762355804,-0.09432277828454971
104,这类股票为什么比较稳健？,4,False,-0.13358861207962036,0.040049828588962555,-0.03533143550157547
105,Wi-Fi连不上怎么办？,4,False,-0.02500334195792675,-0.07177042216062546,0.2701493799686432
106,什么是报价回购？,1,False,-0.08724852651357651,-0.16555127501487732,-0.009916141629219055
107,未来五年黄金的走势如何看待？,0,False,0.3152209520339966,-0.01089031994342804,-0.0008503862773068249
108,如何开通股票账户？需要带什么材料？,4,False,-0.0890829935669899,0.04634586721658707,0.11879818141460419
109,基金账户销户怎么办理？,2,False,-0.08456696569919586,0.1933024674654007,0.12903811037540436
110,数字人民币概念股有哪些？,4,False,-0.048024117946624756,0.02818695455789566,0.06996969878673553
111,什么是代表性偏差？,1,False,-0.09648624807596207,-0.16195611655712128,0.03178677335381508
112,资管新规对基金有什么影响？,2,False,-0.0686008632183075,0.13979877531528473,-0.05808475613594055
113,什么是恐慌性抛售？,1,False,-0.06834639608860016,-0.12901559472084045,-0.0425783134996891
114,黄金和房产相比，哪个更保值？,0,False,0.3081223964691162,0.008908404037356377,-0.021632496267557144
115,在互动易上提问公司会回复吗？,4,False,-0.052385248243808746,-0.003928074613213539,0.2209845632314682
116,什么是托管费？,1,False,-0.0463775098323822,-0.08544852584600449,-0.0036766475532203913
117,什么是医疗器械？,1,False,-0.10334555804729462,-0.2200692594051361,0.017479876056313515
118,黄金不生息，为什么还要投资它？（机会成本问题）,0,False,0.24049469828605652,0.01999056152999401,-0.03447093814611435
119,黄金抵押贷款的利率是多少？,0,False,0.24676525592803955,0.026433268561959267,-0.05030154064297676
120,基金定投可以部分赎回吗？,2,False,-0.07657400518655777,0.268030047416687,0.0045268358662724495
121,在哪里能看到基金的持仓信息？,2,False,-0.045441459864377975,0.13999052345752716,0.03997528553009033
122,设置止盈点重要吗？,4,False,-0.035534560680389404,0.09932493418455124,0.07152494788169861
123,什么是回收金？,1,False,0.11971381306648254,-0.15276788175106049,-0.10907986015081406
124,如何提高打新的中签率？,4,False,-0.06277475506067276,0.06787381321191788,0.13861238956451416
125,如何通过期货市场对冲黄金价格风险？,0,False,0.2616100013256073,0.06695175915956497,-0.053645484149456024
126,什么是“绿金”？和黄金有关吗？,0,False,0.3299899697303772,-0.1136045753955841,-0.046962808817625046
127,基金经理的从业年限多长比较好？,2,False,-0.05902557820081711,0.1861913800239563,-0.035442911088466644
128,什么是阿尔法（α）系数和贝塔（β）系数？,1,False,-0.04679655283689499,-0.17337097227573395,-0.013630039058625698
129,什么是K线图？它由哪几部分构成？,1,False,-0.10212390124797821,-0.14547757804393768,-0.03432368114590645
130,什么是汇率风险？,1,False,-0.012945362366735935,-0.0956101268529892,-0.11507032066583633
131,半导体产业链有哪些环节？,1,False,-0.03778259456157684,-0.1808629333972931,0.06790129840373993
132,什么是黄金远期？,0,False,0.2485773265361786,-0.12224692851305008,-0.09054441750049591
133,附近有什么好吃的餐厅推荐？,4,False,-0.03772003576159477,-0.07353609800338745,0.18416039645671844
134,五险一金有什么用？,1,False,0.01766197197139263,-0.01606973633170128,0.05095669999718666
135,离婚时基金资产怎么分割？,2,False,-0.015379651449620724,0.1666572242975235,-0.024564361199736595
136,什么是家电股？,4,False,-0.17490948736667633,-0.1716623604297638,0.07748466730117798
137,债券基金的风险大吗？,3,False,-0.0791252851486206,0.27300503849983215,-0.15721051394939423
138,净值型理财怎么选？,2,False,-0.08233827352523804,0.19089798629283905,-0.12326177209615707
139,高管增持是见底信号吗？,4,False,-0.1431170105934143,0.05200580134987831,0.06191550940275192
140,“上海金”和“伦敦金”谁的影响力更大？,0,False,0.303218811750412,-0.08806733042001724,-0.015663471072912216
141,经济危机（如金融危机）对黄金是利好还是利空？,0,False,0.31886255741119385,0.013316580094397068,-0.03817381709814072
142,债券ETF怎么交易？,3,False,-0.06841965764760971,0.16208502650260925,-0.09663808345794678
143,手机死机了怎么办？,4,False,-0.028394538909196854,-0.02156793884932995,0.2812402844429016
144,新股破发了怎么办？,4,False,-0.15485572814941406,0.08462222665548325,0.16125057637691498
145,为什么有时缩量上涨是危险的？,4,False,-0.06831378489732742,-0.03627513349056244,0.04096757993102074
146,未成年人可以开立账户黄金吗？,0,False,0.2702305316925049,0.10427940636873245,0.09964238107204437
147,自然灾害（如大地震）发生后，黄金价格会涨吗？,0,False,0.335592120885849,0.020245475694537163,0.04539182782173157
148,什么是风险警示板？,1,False,-0.109400674700737,-0.1347232460975647,-0.026045463979244232
149,用黄金来对抗货币贬值，效果如何？,0,False,0.3463295102119446,0.007016656454652548,0.0025586045812815428
150,如何给周期股估值？,4,False,-0.09054440259933472,-0.03822769224643707,0.03545135632157326
151,黄金和债券哪个更安全？,0,False,0.21337339282035828,0.13623836636543274,-0.11404360830783844
152,想做黄金期货，需要单独开通什么权限吗？,0,False,0.1873493790626526,0.08676878362894058,0.07464803755283356
153,巴菲特推荐的指数基金定投在国内适用吗？,2,False,-0.05750130116939545,0.22192561626434326,-0.048707690089941025
154,什么是股指期货？,1,False,-0.06800711154937744,-0.06033054366707802,-0.11068154871463776
155,债券基金的单位净值越高越好吗？,3,False,-0.08123573660850525,0.2303401678800583,-0.14373265206813812
156,信托产品和基金有什么不同？,2,False,-0.05889451131224632,0.08142245560884476,-0.1731148064136505
157,日本央行宽松政策对金价有影响吗？,0,False,0.298491895198822,0.018118295818567276,-0.020261669531464577
158,我该拿多少钱来炒股比较合适？（仓位管理）,4,False,-0.05597450211644173,0.10987915098667145,0.041860949248075485
159,什么是博格公式？,1,False,-0.04658785089850426,-0.19227340817451477,-0.06462676078081131
160,子弹策略、哑铃策略和阶梯策略是什么？,1,False,-0.01396469958126545,-0.10093003511428833,-0.010855058208107948
161,基金暂停申购怎么回事？,2,False,-0.09239699691534042,0.12424999475479126,0.042847637087106705
162,"什么是技术分析？常用的技术指标有哪些？（如MACD, KDJ, 均线）",1,False,-0.05958106368780136,-0.11519108712673187,-0.03192853927612305
163,证金公司、汇金公司是干什么的？,1,False,0.03857480734586716,-0.04072980955243111,-0.09068045765161514
164,交易手续费包括哪些项目？印花税现在是多少？,4,False,-0.007208969444036484,-0.0028418053407222033,0.05071850121021271
165,基金转换能省时间吗？,2,False,-0.027743646875023842,0.24121522903442383,0.06404068320989609
166,黄金期货和Au(T+D)的夜盘交易时间是什么时候？为什么夜盘很重要？,0,False,0.16874206066131592,0.012436899356544018,0.0003350048791617155
167,股票交易记录要保存多久？,4,False,-0.07102258503437042,0.08860084414482117,0.1329958289861679
168,投资金条和金币有什么区别？哪个更好？,0,False,0.23867397010326385,-0.0034833934623748064,-0.09019951522350311
169,每年哪些时间段（如中国春节、印度婚礼季）黄金需求较旺？,0,False,0.28037670254707336,-0.0184891726821661,0.08184581249952316
170,什么是左侧交易和右侧交易？,1,False,-0.05169681832194328,-0.13265679776668549,-0.01437610387802124
171,震荡市如何赚钱？,4,False,-0.0813978835940361,0.0443149209022522,0.03844764456152916
172,什么是黄金十字架？,0,False,0.25310593843460083,-0.21811524033546448,-0.0021924523171037436
173,高频交易是怎么回事？,1,False,-0.03187256306409836,-0.10582825541496277,-0.004715583752840757
174,什么是鱼尾行情？,1,False,-0.08784927427768707,-0.14343641698360443,-0.04915749654173851
175,整车、电池、零部件哪个环节最好？,1,False,-0.060067132115364075,-0.09517557173967361,0.0910419449210167
176,投资ABS要注意哪些风险？,3,False,-0.10181315243244171,0.09984638541936874,-0.06685741245746613
177,北向资金大幅流入流出，对基金持仓有什么指导意义？,2,False,-0.051216334104537964,0.06583389639854431,-0.011206608265638351
178,什么是操纵证券市场罪？,4,False,-0.07277734577655792,-0.06786704063415527,-0.0021226759999990463
179,什么是百分位？,1,False,-0.09079698473215103,-0.17866022884845734,-0.03052583523094654
180,券商的收益凭证和债券哪个安全？,3,False,-0.08504773676395416,0.19242139160633087,-0.10196949541568756
181,美股交易有哪些费用？,4,False,-0.03975400701165199,0.02455225959420204,0.06629647314548492
182,货币基金周末有收益吗？,2,False,0.006939749699085951,0.2443104386329651,-0.06264389306306839
183,怎么申请劳动仲裁？,4,False,-0.06997115910053253,-0.13299962878227234,0.20305755734443665
184,人均拥有多少克黄金是合理的？,0,False,0.33044371008872986,-0.028161976486444473,-0.009501549415290356
185,分级基金为什么会有杠杆？,2,False,-0.1025886982679367,0.07622342556715012,-0.15197986364364624
186,什么是基金的封闭期？,2,False,-0.07452088594436646,0.09113381803035736,-0.075953908264637
187,什么是M1、M2？,1,False,-0.05323518440127373,-0.19309794902801514,-0.09034109860658646
188,什么是公斤金条？普通人适合买吗？,0,False,0.26152169704437256,-0.04112224653363228,0.0052604759112000465
189,银行倒闭了，托管在银行的实物黄金怎么办？,0,False,0.23023633658885956,0.05504561960697174,0.10890782624483109
190,黄金和数字货币（如比特币）有什么异同？,0,False,0.2891366183757782,-0.06532000750303268,-0.09346865117549896
191,什么是庞氏骗局？,1,False,-0.07583598792552948,-0.12355990707874298,0.006630293559283018
192,黄金ETF可以做T+0交易吗？,0,False,0.16309571266174316,0.17178069055080414,0.03158034756779671
193,中线持股一般持有多久？,4,False,-0.08509783446788788,0.020031556487083435,0.10700389742851257
194,北交所和新三板是什么关系？,4,False,-0.12276186794042587,-0.07456906139850616,-0.0008259929018095136
195,大学生就业补贴怎么领？,4,False,-0.02947479858994484,-0.046205390244722366,0.15687081217765808
196,什么时候应该卖出股票？获利了结点和止损点怎么设置？,4,False,-0.1191803514957428,0.03502625226974487,0.13790753483772278
197,K金褪色是怎么回事？,0,False,0.14813396334648132,-0.06056651473045349,0.0634925439953804
198,什么是公开市场操作？,1,False,-0.0771540179848671,-0.07198715955018997,-0.043787483125925064
199,什么是ST股？买入ST股有什么风险？,4,False,-0.14618632197380066,-0.010225722566246986,0.023087693378329277
200,基金也有冠军魔咒吗？,2,False,-0.048956453800201416,0.1646416336297989,-0.006994612980633974
201,什么是处置效应（卖涨持跌）？,1,False,-0.11544200032949448,-0.11716127395629883,0.011046395637094975
202,什么是北交所？,1,False,-0.14444033801555634,-0.16020895540714264,0.008802681230008602
203,基金红利再投资能省手续费吗？,2,False,-0.045177653431892395,0.2573208212852478,0.042634379118680954
204,免税牌照含金量有多高？,4,False,-0.008610892109572887,-0.11052082479000092,0.11709786206483841
205,什么是“原封”金条？为什么回购时要求原封？,0,False,0.14419859647750854,-0.09981660544872284,0.01871170848608017
206,什么是踩踏事件？,1,False,-0.05936596170067787,-0.21530424058437347,0.07439245283603668
207,投资最重要的是什么？,1,False,-0.04697204381227493,0.0019359813304618,-0.08269160985946655
208,投资高收益债要注意什么？,3,False,-0.07901670783758163,0.14803022146224976,-0.11813138425350189
209,老师推荐的股票能买吗？,4,False,-0.09848432242870331,0.16291557252407074,0.16719944775104523
210,什么是投资者信心指数？,1,False,-0.12203624099493027,-0.07015451043844223,-0.09247194975614548
211,黑天鹅事件发生时，如何保护自己的黄金资产？,0,False,0.22123116254806519,0.050841815769672394,0.058075930923223495
212,什么是上海期货交易所的黄金期货？,0,False,0.2531590461730957,-0.10707730799913406,-0.11643066257238388
213,区块链技术会改变黄金交易方式吗？,0,False,0.30791735649108887,0.009364834055304527,0.02618938311934471
214,什么是非系统性风险？,1,False,-0.10907912999391556,-0.08085154742002487,-0.06403853744268417
215,基金转换和先赎回再申购哪个快？,2,False,-0.07616192102432251,0.185406893491745,0.04375458136200905
216,如何避免卷入内幕交易？,4,False,-0.07529950886964798,0.00409192917868495,0.11881034821271896
217,债券研究员主要做什么工作？,3,False,-0.09428106248378754,0.003908547107130289,-0.172362819314003
218,什么是“秃鹫”投资者？他们怎么投资债券？,3,False,-0.09612563252449036,0.025021499022841454,-0.1670839488506317
219,什么是LOF基金？可以在场内交易吗？,2,False,-0.04206564649939537,0.1489792764186859,-0.07978353649377823
220,什么是指数基金？,2,False,-0.08916988968849182,0.04094919562339783,-0.19355525076389313
221,基金每天净值是怎么算出来的？,2,False,-0.06889363378286362,0.13198474049568176,-0.07527849078178406
222,如何查看个股的历史分红记录？,4,False,-0.12026400864124298,0.05921144038438797,0.11545461416244507
223,什么是逆回购（央行操作）？,3,False,-0.06255947053432465,-0.06734824925661087,-0.14012712240219116
224,投资港股基金需要注意什么？,2,False,-0.09243825823068619,0.19417254626750946,-0.01279146783053875
225,投资红利指数基金有什么优势？,2,False,-0.0836624875664711,0.17850729823112488,-0.09708869457244873
226,我年纪大了，是不是应该全买国债？,3,False,-0.05160432681441307,0.22315725684165955,-0.03197794035077095
227,什么是专精特新“小巨人”？,1,False,-0.09897736459970474,-0.2031228393316269,0.05325116962194443
228,什么是CDR（中国存托凭证）？,3,False,-0.08019594848155975,-0.06633881479501724,-0.07254473865032196
229,什么是通胀挂钩债券？,3,False,-0.02818598970770836,-0.02146368846297264,-0.25070446729660034
230,基金公司自购说明什么？,2,False,-0.10120835155248642,0.1290418654680252,-0.06240195408463478
231,什么是外汇储备？,1,False,0.01505389902740717,-0.14812475442886353,-0.13843175768852234
232,如何克服黄金投资中的恐惧心理？,0,False,0.2627890110015869,0.028735578060150146,0.0009326161234639585
233,什么是交割？个人投资者能进行实物交割吗？,1,False,-0.008360537700355053,0.003598771058022976,-0.012119879014790058
234,这个字怎么读？,1,False,-0.07303764671087265,-0.12856341898441315,0.124667227268219
235,银行的保险箱业务可以保管黄金吗？,0,False,0.2629953622817993,0.08423016220331192,0.05775640904903412
236,你们APP的Level-2行情有什么功能？有必要开通吗？,4,False,-0.0641874447464943,-0.03553716838359833,0.061558227986097336
237,什么是隔夜委托？,1,False,-0.0623430572450161,-0.14412477612495422,0.05887758359313011
238,基础设施REITs值得投资吗？,2,False,-0.06320255249738693,0.16043032705783844,0.0173359252512455
239,什么是化工股？,4,False,-0.11495775729417801,-0.16827084124088287,0.02345435507595539
240,白银的波动通常比黄金大吗？,0,False,0.26799166202545166,0.03161309286952019,-0.029523499310016632
241,降息对债券基金是利好吗？,3,False,-0.052889175713062286,0.2150806486606598,-0.15319296717643738
242,什么是数字货币？,1,False,0.0174099113792181,-0.16707955300807953,-0.10416635870933533
243,债券基金分红要扣税吗？,2,False,-0.07673563808202744,0.24101893603801727,-0.02063491940498352
244,买卖基金产生的印花税吗？,2,False,-0.00625027297064662,0.1443021297454834,0.02551179751753807
245,什么是贝塔系数？,1,False,-0.07501343637704849,-0.213744655251503,-0.03919301554560661
246,ETF联接基金和ETF哪个先买？,2,False,-0.06486763060092926,0.24222996830940247,-0.04434696212410927
247,前一年的冠军基金第二年还能买吗？,2,False,-0.06584019958972931,0.29530879855155945,0.044295039027929306
248,包金和镀金有什么区别？,0,False,0.15789349377155304,-0.15165521204471588,-0.012062687426805496
249,过户费是谁收的？,4,False,-0.06632788479328156,-0.020941855385899544,0.10145041346549988
250,大盘跌个股涨是什么原因？,4,False,-0.151097372174263,-0.03152172639966011,0.0928742066025734
251,什么是灰犀牛？,1,False,-0.054278433322906494,-0.2135476917028427,0.04722355678677559
252,央行购金或售金对市场有什么影响？,0,False,0.2213737666606903,-0.030472951009869576,-0.05139879137277603
253,什么是壳资源？,1,False,-0.10338355600833893,-0.17287933826446533,-0.008015600964426994
254,标普、穆迪、惠誉三大评级机构怎么看？,1,False,-0.08116989582777023,-0.06124435365200043,-0.002479765098541975
255,什么是小金属？,1,False,0.07211929559707642,-0.20921126008033752,-0.031967729330062866
256,为什么全球黄金交易几乎是全天候的？,0,False,0.32183972001075745,-0.014660771936178207,-0.006688795052468777
257,香港的黄金市场和内地有什么区别？,0,False,0.31846505403518677,-0.0461743026971817,-0.05065522715449333
258,加息对股市有什么影响？,4,False,-0.009949981234967709,0.010503008961677551,0.004798755049705505
259,为什么黄金值钱？它的价值基础是什么？,0,False,0.3374200761318207,-0.10209771245718002,-0.07632710784673691
260,手机换了收不到验证码怎么办？,4,False,-0.012653041630983353,0.0091378940269351,0.28101107478141785
261,做T被套牢了怎么办？,4,False,-0.04822899028658867,0.03380430117249489,0.17017805576324463
262,什么是跨境ETF？,1,False,-0.09639322012662888,-0.01593519188463688,-0.12284860014915466
